src_id	rapport_titel	vergaderjaar	datum	doc_url	commissie	commissie_score	n_woorden	n_unieke_woorden	ttr	hapax_ratio	gem_zinslengte	n_nominalisaties	ratio_nominalisaties	formele_taal_ratio	n_afkortingen	ratio_afkortingen	n_vragen	n_unieke_antwoorden	n_verwijzingen	ratio_verwijzingen	gem_vraaglengte	gem_antwoordlengte	antwoord_vraag_ratio	vraag_ttr	n_ext_verwijzingen
rekenkamer__kamerstuk:2018:06:14:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2017-bij-het-jaarverslag-van-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2017 bij het jaarverslag van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	<UNKNOWN>	14 juni 2018	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2018/06/14/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2017-bij-het-jaarverslag-van-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties/Beantwoording_Kamervragen_VO2017_BZK.pdf	Vaste commissie voor Binnenlandse Zaken	89.7	1077	415	0.3853	0.6795	25.09	35	3.25	0.3788	31	2.88	4	4	0	0.0	38.5	177.5	4.61	0.8584	0
rekenkamer__kamerstuk:2018:06:19:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2017-bij-het-ministerie-van-defensie	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2017 bij het Ministerie van Defensie	2017-2018	19 juni 2018	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2018/06/19/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2017-bij-het-ministerie-van-defensie/Beantwoording_Kamervragen_VO2017_Defensie.pdf	Vaste commissie voor Defensie	88.5	648	269	0.4151	0.6691	25.04	28	4.32	0.3858	25	3.86	5	5	0	0.0	23.4	75.2	3.214	0.8643	0
rekenkamer__kamerstuk:2019:01:23:beantwoording-vragen-tweede-kamer-over-het-rapport-brexit	Brexit Voorbereiding op financiële en economische gevolgen, en consequenties voor de Douane	2018-2019	23 januari 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/01/23/beantwoording-vragen-tweede-kamer-over-het-rapport-brexit/Beantwoording_vragen_Tweede_Kamer_over_rapport_Brexit.pdf	Vaste commissie voor Financiën	100.0	2714	638	0.2351	0.5564	21.83	96	3.54	0.4134	48	1.77	39	32	7	0.1795	23.56	42.69	1.812	0.8762	2
rekenkamer__kamerstuk:2019:06:05:beantwoording-vraag-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-koninkrijksrelaties	Beantwoording vraag Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij Koninkrijksrelaties	<UNKNOWN>	4 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vraag-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-koninkrijksrelaties/Beantwoording_kamervragen_VO2018_KR.pdf	Vaste commissie voor Koninkrijksrelaties	91.9	265	129	0.4868	0.6124	31.0	5	1.89	0.3849	9	3.4	1	1	0	0.0	16.0	90.0	5.625	0.9375	0
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-bzk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van BZK	2018-2019	4 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-bzk/Beantwoording_kamervragen_VO_2018_BZK.pdf	Vaste commissie voor Binnenlandse Zaken	89.7	2440	649	0.266	0.5747	19.04	93	3.81	0.3975	90	3.69	11	11	0	0.0	22.18	163.82	7.386	0.8971	5
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-economische-zaken-en-klimaat-xiii-ministerie-van-landbouw-natuur-en-voedselkwaliteit-en-diergezondheidsfonds	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van Economische Zaken en Klimaat (XIII), Ministerie van Landbouw, Natuur en Voedselkwaliteit en Diergezondheidsfonds (F)	<UNKNOWN>	4 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-economische-zaken-en-klimaat-xiii-ministerie-van-landbouw-natuur-en-voedselkwaliteit-en-diergezondheidsfonds/Beantwoording_kamervragen_VO2018_EZ.pdf	Vaste commissie voor Economische Zaken en Klimaat	93.5	741	290	0.3914	0.6069	27.43	32	4.32	0.4197	20	2.7	3	3	0	0.0	27.67	122.0	4.409	0.8752	1
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-financien-en-nationale-schuld	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van Financiën en Nationale Schuld	2018	4 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-financien-en-nationale-schuld/Beantwoording_kamervragen_VO2018_Financien.pdf	Vaste commissie voor Financiën	86.7	736	306	0.4158	0.6569	23.72	29	3.94	0.4062	17	2.31	4	4	0	0.0	24.5	107.25	4.378	0.8963	0
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-infrastructuur-en-waterstaat	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van Infrastructuur en Waterstaat	2018	5 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-infrastructuur-en-waterstaat/Beantwoording_kamervragen_VO2018_IenW.pdf	Vaste commissie voor Infrastructuur en Waterstaat	93.5	718	309	0.4304	0.644	25.76	45	6.27	0.422	16	2.23	5	5	0	0.0	21.2	80.8	3.811	0.8502	2
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-jenv	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van Defensie	<UNKNOWN>	4 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-jenv/Beantwoording_kamervragen_VO2018_Defensie.pdf	Vaste commissie voor Defensie	86.2	2167	713	0.329	0.6297	22.36	90	4.15	0.4061	33	1.52	18	18	0	0.0	30.78	75.61	2.456	0.8856	0
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-justitie-en-veiligheid	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van Justitie en Veiligheid	2018-2019	5 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-justitie-en-veiligheid/Beantwoording_kamervragen_VO2018_JenV.pdf	Vaste commissie voor Justitie en Veiligheid	90.7	2093	630	0.301	0.6111	21.74	128	6.12	0.4066	23	1.1	16	15	1	0.0625	25.56	96.8	3.787	0.8314	2
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-szw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van SZW	2018	5 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-szw/Beantwoording_kamervragen_VO2018_SZW.pdf		0.0	3147	687	0.2183	0.5357	24.05	160	5.08	0.3721	178	5.66	27	26	1	0.037	28.41	79.31	2.792	0.8705	4
rekenkamer__kamerstuk:2019:06:05:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-vws	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van VWS	2018-2019	5 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/05/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-vws/Beantwoording_kamervragen_VO2018_VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	92.6	3341	845	0.2529	0.5953	23.59	137	4.1	0.3933	76	2.27	29	26	3	0.1034	27.83	82.31	2.958	0.8406	1
rekenkamer__kamerstuk:2019:06:11:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-ocw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van OCW	<UNKNOWN>	11 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/11/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-bij-het-ministerie-van-ocw/Beantwoording_kamervragen_VO2018_OCW.pdf	Vaste commissie voor Defensie	67.9	2065	604	0.2925	0.601	25.75	105	5.08	0.3971	65	3.15	16	16	0	0.0	31.19	82.0	2.629	0.8615	0
rekenkamer__kamerstuk:2019:06:11:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-de-staat-van-de-rijksverantwoording-2018	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018: de Staat van de rijksverantwoording 2018	2018-2019	11 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/11/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-de-staat-van-de-rijksverantwoording-2018/Beantwoording_kamervragen_VO2018_SRV.pdf	Vaste commissie voor Financiën	86.7	2647	810	0.306	0.6272	21.35	123	4.65	0.4054	53	2.0	16	15	1	0.0625	19.5	137.93	7.073	0.8911	1
rekenkamer__kamerstuk:2019:06:12:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-lnv	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2018 bij het Ministerie van Economische Zaken en Klimaat (XIII), Ministerie van Landbouw, Natuur en Voedselkwaliteit en Diergezondheidsfonds (F)	2018–2019	12 juni 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/06/12/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2018-lnv/Beantwoording_kamervragen_VO2018_LNV.pdf	Vaste commissie voor Financiën	64.2	597	236	0.3953	0.6695	39.44	29	4.86	0.392	38	6.37	2	2	0	0.0	43.0	124.0	2.884	0.7925	2
rekenkamer__kamerstuk:2019:10:21:beantwoording-vragen-tweede-kamer-over-het-rapport-mestvervuiling-veehouderij-vervolgonderzoek-duurzaamheid-veehouderij-2019	Mestvervuiling veehouderij: Vervolgonderzoek duurzaamheid veehouderij 2019	2019	21 oktober 2019	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2019/10/21/beantwoording-vragen-tweede-kamer-over-het-rapport-mestvervuiling-veehouderij-vervolgonderzoek-duurzaamheid-veehouderij-2019/Beantwoording+TK+vragen+rapport+Mestvervuiling+veehouderij+zh.pdf	Vaste commissie voor Financiën	64.2	2546	739	0.2903	0.5995	18.74	100	3.93	0.4163	48	1.89	36	36	0	0.0	27.44	48.06	1.751	0.8572	0
rekenkamer__kamerstuk:2020:01:21:beantwoording-vragen-over-het-rapport-ouderdomsregelingen-ontleed	Ouderdomsregelingen ontleed	2019-2020	21 januari 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/01/21/beantwoording-vragen-over-het-rapport-ouderdomsregelingen-ontleed/20000431+Beantwoordingen+Kamervragen+Ouderdomsregelingen+ontleed.pdf		0.0	3617	747	0.2065	0.5368	20.72	140	3.87	0.3564	251	6.94	31	27	4	0.129	31.42	82.89	2.638	0.8359	2
rekenkamer__kamerstuk:2020:02:06:beantwoording-vragen-tweede-kamer-over-het-rapport-autobelastingen-als-beleidsinstrument	Autobelastingen als beleidsinstrument	2019-2020	6 februari 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/02/06/beantwoording-vragen-tweede-kamer-over-het-rapport-autobelastingen-als-beleidsinstrument/Beantwoording+Kamervragen+over+rapport+Autobelastingen+als+beleidsinstrument+zh.pdf	Vaste commissie voor Financiën	88.9	2200	665	0.3023	0.609	20.66	91	4.14	0.4118	41	1.86	27	24	3	0.1111	25.22	55.04	2.182	0.8974	4
rekenkamer__kamerstuk:2020:02:13:beantwoording-vragen-tweede-kamer-over-het-rapport-hilversum-in-beeld	Hilversum in beeld	2019-2020	13 februari 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/02/13/beantwoording-vragen-tweede-kamer-over-het-rapport-hilversum-in-beeld/Brief+aan+tweede+Kamer+met+antwoorden+Hilversum+in+beeld.pdf	Vaste commissie voor Defensie	67.9	2485	757	0.3046	0.6037	18.39	76	3.06	0.4105	83	3.34	27	25	2	0.0741	20.85	67.4	3.233	0.8886	3
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-de-koning	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 begrotingshoofdstuk De Koning (I)	<UNKNOWN>	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-de-koning/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+de+Koning.pdf	Vaste commissie voor Binnenlandse Zaken	89.7	1079	383	0.355	0.611	25.6	48	4.45	0.4115	34	3.15	8	7	1	0.125	21.62	102.14	4.724	0.8476	0
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-bzk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII)	2019-2020	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-bzk/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+BZK.pdf	Vaste commissie voor Binnenlandse Zaken	91.7	805	325	0.4037	0.6277	26.25	25	3.11	0.405	52	6.46	4	4	0	0.0	21.75	116.25	5.345	0.842	4
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-economische-zaken-en-klimaat	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van EZK	<UNKNOWN>	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-economische-zaken-en-klimaat/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+EZK.pdf		0.0	847	291	0.3436	0.5773	27.5	30	3.54	0.3601	46	5.43	4	4	0	0.0	32.5	156.0	4.8	0.8095	0
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-financien-en-nationale-schuld	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van Financiën en Nationale Schuld	<UNKNOWN>	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-financien-en-nationale-schuld/Beantwoording+kamervragen+TK+Resultaten+verantwoordingsonderzoek+2019+min+Fin.pdf	Vaste commissie voor Financiën	86.7	823	335	0.407	0.6358	26.75	21	2.55	0.4277	30	3.65	4	4	0	0.0	32.0	133.0	4.156	0.856	0
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-justitie-en-veiligheid	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van Justitie en Veiligheid	<UNKNOWN>	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-justitie-en-veiligheid/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+min+JenV.pdf	Vaste commissie voor Justitie en Veiligheid	90.7	1968	612	0.311	0.6356	21.39	92	4.67	0.4009	60	3.05	22	22	0	0.0	27.45	50.18	1.828	0.8566	0
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-ocw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII)	<UNKNOWN>	9 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-ocw/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+min+OCW.pdf	Vaste commissie voor Defensie	67.9	1169	400	0.3422	0.615	23.6	40	3.42	0.4038	43	3.68	13	12	1	0.0769	19.69	57.83	2.937	0.8968	0
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-szw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van SZW (XV)	2019/2020	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-szw/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+min+SZW.pdf	Vaste commissie voor Sociale Zaken en Werkgelegenheid	77.4	2583	623	0.2412	0.5602	30.07	98	3.79	0.36	158	6.12	12	10	2	0.1667	37.42	184.5	4.931	0.8013	1
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-vws	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van VWS	<UNKNOWN>	8 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-vws/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+min+VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	77.8	3228	785	0.2432	0.5452	24.36	124	3.84	0.3814	113	3.5	23	20	3	0.1304	34.65	101.75	2.937	0.7939	0
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-de-staat-van-de-rijksverantwoording-2019	Beantwoording vragen Tweede Kamer over de Staat van de rijksverantwoording 2019	2019-2020	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2019-de-staat-van-de-rijksverantwoording-2019/Beantwoording+vragen+Tweede+Kamer+over+de+Staat+van+de+rijksverantwoording+2019.pdf	Vaste commissie voor Financiën	86.7	1591	544	0.3419	0.6379	25.97	83	5.22	0.3847	36	2.26	11	11	0	0.0	24.36	114.27	4.691	0.8794	5
rekenkamer__kamerstuk:2020:06:10:beantwoording-vragen-tweede-kamer-over-deresultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-lnv	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2019 bij het Ministerie van LNV	2019	10 juni 2020	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2020/06/10/beantwoording-vragen-tweede-kamer-over-deresultaten-verantwoordingsonderzoek-2019-bij-het-ministerie-van-lnv/Beantwoording+vragen+TK+Resultaten+verantwoordingsonderzoek+2019+min+LNV.pdf	Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit	93.0	750	338	0.4507	0.6982	23.3	28	3.73	0.432	27	3.6	3	3	0	0.0	21.0	172.0	8.19	0.8882	1
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-de-staat-van-de-rijksverantwoording				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-de-staat-van-de-rijksverantwoording/Beantwoording+Kamervragen+VO+2020+SRV.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	4447	1128	0.2537	0.5895	22.73	222	4.99	0.3973	67	1.51	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-bzkk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 bij het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII)	2020	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-bzkk/Beantwoording+Kamervragen+VO+BZK+VII+2020.pdf	Vaste commissie voor Binnenlandse Zaken	89.7	1331	404	0.3035	0.5842	18.59	55	4.13	0.3982	57	4.28	22	9	13	0.5909	21.32	70.56	3.31	0.8438	1
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-defensie	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 bij het Ministerie van Defensie (X)	<UNKNOWN>	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-defensie/Beantwoording+Kamervragen+VO+2020+Defensie.pdf	Vaste commissie voor Defensie	86.2	1675	487	0.2907	0.5606	19.73	66	3.94	0.4012	30	1.79	14	14	0	0.0	24.79	81.71	3.296	0.8736	1
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-ezk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 Ministerie van Economische Zaken en Klimaat	<UNKNOWN>	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-ezk/Beantwoording+Kamervragen+VO+2020+EZK.pdf	Vaste commissie voor Economische Zaken en Klimaat	91.8	478	212	0.4435	0.6226	24.5	20	4.18	0.3975	35	7.32	2	2	0	0.0	21.5	132.0	6.14	0.8411	0
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-financien-en-nationale-schuld				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-financien-en-nationale-schuld/Beantwoording+Kamervragen+VO+2020+Financien+en+Nationale+Schuld.pdf	Vaste commissie voor Financiën	86.7	3864	1015	0.2627	0.5901	23.65	171	4.43	0.4226	85	2.2	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-ienw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 Ministerie van Infrastructuur en Waterstaat	<UNKNOWN>	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-ienw/Beantwoording+Kamervragen+VO+2020+IenW.pdf	Vaste commissie voor Infrastructuur en Waterstaat	93.5	706	293	0.415	0.6485	25.38	24	3.4	0.4235	20	2.83	3	3	0	0.0	19.33	160.0	8.277	0.8654	0
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-justitie-en-veiligheid	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 bij het Ministerie van Justitie en Veiligheid	<UNKNOWN>	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-justitie-en-veiligheid/Beantwoording+vragen+Tweede+Kamer+VO+2020+bij+het+Ministerie+van+Justitie+en+Veiligheid.pdf	Vaste commissie voor Justitie en Veiligheid	90.7	1377	500	0.3631	0.684	23.43	91	6.61	0.4248	34	2.47	10	8	2	0.2	24.9	113.5	4.558	0.866	0
