src_id	rapport_titel	vergaderjaar	datum	doc_url	commissie	commissie_score	n_woorden	n_unieke_woorden	ttr	hapax_ratio	gem_zinslengte	n_nominalisaties	ratio_nominalisaties	formele_taal_ratio	n_afkortingen	ratio_afkortingen	n_vragen	n_unieke_antwoorden	n_verwijzingen	ratio_verwijzingen	gem_vraaglengte	gem_antwoordlengte	antwoord_vraag_ratio	vraag_ttr	n_ext_verwijzingen
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-defensie	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Defensie	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-defensie/Beantwoording+vragen+VO+2023+Defensie.pdf	Vaste commissie voor Defensie	88.5	929	297	0.3197	0.5623	28.52	36	3.88	0.4456	20	2.15	7	7	0	0.0	20.71	92.86	4.484	0.8806	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-economische-zaken-en-klimaat	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Economische Zaken en Klimaat	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-economische-zaken-en-klimaat/Beantwoording+vragen+VO+2023+EZK.pdf	Vaste commissie voor Economische Zaken en Klimaat	93.5	340	156	0.4588	0.5705	25.93	6	1.76	0.4059	19	5.59	3	2	1	0.3333	22.67	71.0	3.132	0.8319	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-financien-en-nationale-schuld	Verantwoordingsonderzoek Ministerie van Financiën en Nationale Schuld (IX), Rapport bij het Jaarverslag 2023	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-financien-en-nationale-schuld/Beantwoording+vragen+VO+2023+Financi%C3%ABn.pdf	Vaste commissie voor Financiën	88.9	296	138	0.4662	0.5507	34.56	14	4.73	0.4493	8	2.7	2	1	1	0.5	18.0	126.0	7.0	1.0	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-infrastructuur-en-waterstaat	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Infrastructuur en Waterstaat	<UNKNOWN>	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-infrastructuur-en-waterstaat/Beantwoording+vragen+VO+2023+IenW.pdf	Vaste commissie voor Infrastructuur en Waterstaat	93.9	579	244	0.4214	0.623	33.11	23	3.97	0.418	11	1.9	3	3	0	0.0	72.67	78.67	1.083	0.7073	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-justitie-en-veiligheid	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Justitie en Veiligheid	<UNKNOWN>	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-justitie-en-veiligheid/Beantwoording+vragen+VO+2023+JenV.pdf	Vaste commissie voor Justitie en Veiligheid	93.0	2614	685	0.2621	0.562	20.53	120	4.59	0.3761	78	2.98	27	27	0	0.0	30.44	62.19	2.043	0.8426	2
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-lnv	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van LNV	<UNKNOWN>	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-lnv/Beantwoording+vragen+VO+2024+LNV.pdf	Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit	78.9	706	244	0.3456	0.5082	20.57	19	2.69	0.3725	26	3.68	7	7	0	0.0	19.43	56.57	2.911	0.9076	1
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-onderwijs-cultuur-en-wetenschap	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Onderwijs, Cultuur en Wetenschap	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-onderwijs-cultuur-en-wetenschap/Beantwoording+vragen+VO+2023+OCW.pdf	Vaste commissie voor Onderwijs, Cultuur en Wetenschap	94.3	2325	704	0.3028	0.5895	21.31	88	3.78	0.4189	56	2.41	19	18	1	0.0526	24.16	92.17	3.815	0.9032	1
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Volksgezondheid, Welzijn en Sport	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Beantwoording+kamervragen+VO+2023+VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	94.4	1715	595	0.3469	0.6471	20.73	83	4.84	0.4052	29	1.69	8	8	0	0.0	33.75	166.5	4.933	0.8	2
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-mobiliteitsfonds	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Mobiliteitsfonds	<UNKNOWN>	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-mobiliteitsfonds/Beantwoording+vragen+VO+2023+Mobiliteitsfonds.pdf	Vaste commissie voor Infrastructuur en Waterstaat	93.9	678	288	0.4248	0.6806	28.16	28	4.13	0.4086	9	1.33	4	4	0	0.0	27.5	108.0	3.927	0.8661	3
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2024	Beantwoording vragen Tweede Kamer over de Staat van de rijksverantwoording 2024	2024	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2024/Beantwoording+Kamervragen+VO+2024+SRV.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	1374	496	0.361	0.629	23.32	54	3.93	0.4017	71	5.17	5	5	0	0.0	36.4	195.4	5.368	0.775	1
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-begrotingshoofdstuk-buitenlandse-handel-en-ontwikkelingssamenwerking	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het begrotingshoofdstuk Buitenlandse Handel en Ontwikkelingssamenwerking	2024-2025	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-begrotingshoofdstuk-buitenlandse-handel-en-ontwikkelingssamenwerking/Beantwoording+kamervragen+VO+2024+BHO.pdf	Vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking	82.3	2734	811	0.2966	0.5943	21.69	121	4.43	0.4268	92	3.37	20	20	0	0.0	24.95	98.15	3.934	0.9194	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Binnenlandse Zaken en Koninkrijksrelaties	<UNKNOWN>	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties/Beantwoording+Kamervragen+VO+2024+BZK+1.pdf	Vaste commissie voor Digitale Zaken	90.6	1284	473	0.3684	0.6427	22.0	48	3.74	0.4198	75	5.84	7	7	0	0.0	16.29	143.71	8.822	0.9222	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties-2	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Binnenlandse Zaken en Koninkrijksrelaties	2024-2025	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties-2/Beantwoording+Kamervragen+VO+2024+BZK+2.pdf	Vaste commissie voor Volkshuisvesting en Ruimtelijke Ordening	88.5	1905	573	0.3008	0.5602	23.22	70	3.67	0.3979	35	1.84	16	15	1	0.0625	30.25	82.2	2.717	0.8637	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-buitenlandse-zaken	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Buitenlandse Zaken	<UNKNOWN>	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-buitenlandse-zaken/Beantwoording+Kamervragen+VO+2024+BZ.pdf	Vaste commissie voor Buitenlandse Zaken	82.1	485	217	0.4474	0.5991	26.06	13	2.68	0.4474	11	2.27	2	2	0	0.0	47.0	103.0	2.191	0.7759	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-defensie-en-het-defensiematerieelbegrotingsfonds	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Defensie en het Defensiematerieelbegrotingsfonds	2024	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-defensie-en-het-defensiematerieelbegrotingsfonds/Beantwoording+Kamervragen+VO+2024+Defensie.pdf	Vaste commissie voor Defensie	75.9	1742	551	0.3163	0.5753	23.42	76	4.36	0.399	29	1.66	10	9	1	0.1	40.6	127.0	3.128	0.8198	2
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-economische-zaken-en-klimaat	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Economische Zaken en Klimaat	2024	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-economische-zaken-en-klimaat/Beantwoording+Kamervragen+VO+2024+EZK.pdf	Vaste commissie voor Economische Zaken	81.6	454	204	0.4493	0.5833	26.11	21	4.63	0.4119	19	4.19	2	1	1	0.5	20.0	265.0	13.25	0.9524	1
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-financien	Verantwoordingsonderzoek ministerie van Financiën (IX), Rapport bij het Jaarverslag 2024	2024-2025	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-financien/Beantwoording+Kamervragen+VO+2024+Financien.pdf	Vaste commissie voor Financiën	76.7	2212	713	0.3223	0.6213	21.08	110	4.97	0.4141	46	2.08	15	15	0	0.0	30.27	110.2	3.641	0.8256	2
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-infrastructuur-en-waterstaat-xii-het-mobiliteitsfonds-a-en-het-deltafonds-j	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Infrastructuur en Waterstaat (XII), het Mobiliteitsfonds (A) en het Deltafonds (J)	2024-2025	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-infrastructuur-en-waterstaat-xii-het-mobiliteitsfonds-a-en-het-deltafonds-j/Beantwoording+Kamervragen+VO+2024+IenW.pdf	Vaste commissie voor Infrastructuur en Waterstaat	85.7	752	299	0.3976	0.612	27.1	27	3.59	0.4215	19	2.53	4	4	0	0.0	22.0	128.75	5.852	0.8349	1
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-justitie-en-veiligheid				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-justitie-en-veiligheid/Beantwoording+Kamervragen+VO+2024+JenV.pdf	Vaste commissie voor Justitie en Veiligheid	74.4	4480	1007	0.2248	0.5263	19.51	217	4.84	0.4036	122	2.72	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-onderwijs-cultuur-en-wetenschap	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van Onderwijs, Cultuur en Wetenschap	2024-2025	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-onderwijs-cultuur-en-wetenschap/Beantwoording+Kamervragen+VO+2024+OCW.pdf	Vaste commissie voor Onderwijs, Cultuur en Wetenschap	86.8	1922	508	0.2643	0.5236	25.87	76	3.95	0.3949	40	2.08	14	14	0	0.0	21.14	106.79	5.052	0.915	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-szw	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2024 bij het ministerie van SZW	<UNKNOWN>	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-szw/Beantwoording+Kamervragen+VO+2024+SZW.pdf	Vaste commissie voor Sociale Zaken en Werkgelegenheid	77.4	2238	636	0.2842	0.5487	21.15	95	4.24	0.3905	113	5.05	21	21	0	0.0	19.52	77.48	3.969	0.911	2
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Beantwoording+Kamervragen+VO+2024+VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	87.0	4393	1055	0.2402	0.527	20.56	138	3.14	0.3808	102	2.32	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2025:06:10:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-koninkrijksrelaties-en-het-bes-fonds	Verantwoordingsonderzoek 2024 bij Koninkrijksrelaties en het BES-fonds, Rapport bij het Jaarverslag 2024	2024-2025	10 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/10/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-koninkrijksrelaties-en-het-bes-fonds/Beantwoording+Kamervragen+VO+2024+KR.pdf	Vaste commissie voor Koninkrijksrelaties	91.9	325	142	0.4369	0.5423	21.56	10	3.08	0.4431	13	4.0	2	2	0	0.0	28.5	67.5	2.368	0.7217	1
rekenkamer__kamerstuk:2025:06:19:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-begrotingshoofdstuk-buitenlandse-handel-en-ontwikkelingssamenwerking	Beantwoording mondelinge vragen Tweede Kamer tijdens technische briefing over het Verantwoordingsonderzoek 2024 bij het begrotingshoofdstuk BHOS	2024-2025	19 juni 2025	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2025/06/19/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2024-bij-het-begrotingshoofdstuk-buitenlandse-handel-en-ontwikkelingssamenwerking/Beantwoording+Kamervragen+VO+2024+BHOS.pdf	Vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking	82.3	1624	462	0.2845	0.5866	27.89	90	5.54	0.3762	97	5.97	2	2	0	0.0	17.0	284.5	16.735	0.8889	1
