Id,Titel,Nummer,Toevoeging,HoogsteVolgnummer,Kamer,Verwijderd
65444f4f-16f3-42d9-9000-2f3fe8d8c789,Vaststelling van de begrotingsstaat van het Defensiematerieelbegrotingsfonds voor het jaar 2024,36410.0,K,7.0,Tweede Kamer,False
2a9e14fc-8bd3-424c-b27e-2f405f8f9a84,"Regels strekkende tot implementatie van Richtlijn (EU) 2019/633 van het Europees Parlement en de Raad van 17 april 2019 inzake oneerlijke handelspraktijken in de relaties tussen ondernemingen in de landbouw- en voedselvoorzieningsketen (PbEU 2019, L 111/59) (Wet oneerlijke handelspraktijken landbouw- en voedselvoorzieningsketen)",35642.0,,7.0,Tweede Kamer,False
c81e4d06-f81a-4f21-9027-2f40650b349e,Voorjaarsnota 2025,36725.0,,34.0,Tweede Kamer,False
7d5c3e9d-a56d-4d50-8ceb-2f4174a03582,Instellen baten-lastendienst Shared Service Centrum ICT Den Haag (SSC-ICT),33464.0,,4.0,Tweede Kamer,False
4345162c-4cd8-43e5-aafd-2f51b0820825,Voorjaarsnota 2023,36350.0,,37.0,Tweede Kamer,False
985eec51-be94-4f35-993e-2f529215a9bf,Mensenrechtenstrategie voor het buitenlands beleid,31263.0,,60.0,Tweede Kamer,False
a434d9b2-9c69-4345-8d85-2f603f18ac8c,Parlementair Overleg Koninkrijksrelaties 2009,31854.0,,2.0,Eerste Kamer en Tweede Kamer,False
1b775157-d61b-44fa-9bc5-2f6981a5ad4c,"Luchtvaartverdrag tussen het Koninkrijk der Nederlanden en de Republiek Mauritius; Port Louis, 28 mei 2014 ",34030.0,,1.0,Eerste Kamer en Tweede Kamer,False
f8fa8087-81c1-45b8-9418-2f6fd2f7e135,Initiatiefnota van het lid Sahla over “Niemand laten vallen: op weg naar inclusieve zorg”,36402.0,,2.0,Tweede Kamer,False
4fd94fa9-43c2-414d-b710-2f77cf9c14ae,"Wijziging van de begrotingsstaat van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2021 (Vierde incidentele suppletoire begroting inzake Coronamaatregelen)",35763.0,,3.0,Tweede Kamer,False
abdef05c-7b35-46b6-bce1-2f7cedc8318f,Wijziging van de begrotingsstaten van het Ministerie van Infrastructuur en Waterstaat (XII) voor het jaar 2025 (wijziging samenhangende met de Voorjaarsnota),36725.0,XII,12.0,Tweede Kamer,False
7548ee2a-090c-4e3a-a1a4-2f853c216ec2,Instellen baten-lastendienst GBO.Overheid,32214.0,,3.0,Tweede Kamer,False
dee42977-bbd8-43fb-b892-2f96b5dc2fce,Besluit tot herstel van gebreken van wetstechnische en inhoudelijk ondergeschikte aard in enkele besluiten op de beleidsterreinen van het Ministerie van Infrastructuur en Milieu,33101.0,,1.0,Tweede Kamer,False
ff654512-b890-44b0-bc66-2fb1cda5aac4,Wijziging van de Wet op de huurtoeslag (vereenvoudiging van de huurtoeslag),36311.0,,19.0,Tweede Kamer,False
1de9b61b-2a62-4297-92a5-2fb4b2bbb769,Benoeming van een Voorzitter,32388.0,,3.0,Tweede Kamer,False
0885fce3-2e26-49d8-9350-2fbd3e2f8a6b,Vaststelling van de begrotingsstaten van het Ministerie van Defensie (X) voor het jaar 2008,31200.0,X,156.0,Tweede Kamer,False
3dc1d63d-01eb-4a35-b189-2fc4ae12331b,Wijziging van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2012 (wijziging samenhangende met de Najaarsnota),33480.0,F,3.0,Tweede Kamer,False
3c5307f2-f115-4a14-aa56-2fdd259c011d,Voorstel van wet van de leden Teeven en Weekers tot wijziging van het Wetboek van Strafrecht en het Wetboek van Strafvordering ter versterking van de positie van een burger die zich beroept op noodweer,31407.0,,4.0,Tweede Kamer,False
c260d08c-d56f-4ac8-8d6e-2fdd39181b18,Wijziging van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2011 (wijziging samenhangende met de Najaarsnota),33090.0,F,3.0,Tweede Kamer,False
e781962d-c68b-4773-8301-2fe3729a6ae6,Wijziging van de Algemene wet inzake rijksbelastingen en de Invorderingswet 1990 tot invoering van een grondslag voor het bieden van een tegemoetkoming bij schrijnende gevallen (Wet delegatiebepalingen tegemoetkoming schrijnende gevallen) ,35930.0,,12.0,Tweede Kamer,False
e8d3e7fa-c1c7-40ac-bab4-2fe7c5660177,Jaarverslag van de Nationale ombudsman,33876.0,,6.0,Tweede Kamer,False
12eebbc8-6ec4-4d30-8c42-2feb167091e7,Jaarverslag en slotwet Ministerie van Economische Zaken en Klimaat 2024 ,36740.0,XIII,9.0,Tweede Kamer,False
67f71a96-5594-40b6-be16-2febe93fa94a,Wijziging van de begrotingsstaat van het Deltafonds voor het jaar 2013 (wijziging samenhangende met de Voorjaarsnota),33640.0,J,3.0,Tweede Kamer,False
955a8a59-d44d-40c6-ab1c-2ff224b7c303,Wijziging van de Wet experiment gesloten coffeeshopketen in verband met de toevoeging van een elfde gemeente aan het experiment,36279.0,,18.0,Tweede Kamer,False
19dd101f-7af1-489d-887c-2ff431b2685b,"Wijziging van de begrotingsstaten van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2024 (wijziging samenhangende met Miljoenennota)",36613.0,VIII,3.0,Tweede Kamer,False
08971e52-4434-4601-b16b-2ffe6b3966e9,Vaststelling van de begrotingsstaat van het Ministerie van Buitenlandse Zaken (V) voor het jaar 2018 ,34775.0,V,93.0,Tweede Kamer,False
5eff9e96-c3e7-414d-9443-3011ec9d756e,Afrika-beleid,29237.0,,235.0,Tweede Kamer,False
d4dbef86-49d6-4341-bd36-3012ef19c8b0,Stedenbeleid,31757.0,,113.0,Tweede Kamer,False
c36d12eb-c241-42cf-85e2-3018879d57c6,"EU-voorstellen: Schengeninformatiesysteem COM (2016) 881, 882 en 883",34711.0,,-1.0,Eerste Kamer,False
d02d1b12-d6c1-4745-b798-301e19f48f34,Wijziging van de Wet handhaving consumentenbescherming en de Luchtvaartwet ter implementatie van Verordening (EG) nr. 1008/2008 inzake gemeenschappelijke regels voor de exploitatie van luchtdiensten in de Gemeenschap (PbEU L 293),32481.0,,5.0,Tweede Kamer,False
487fde0f-3268-4815-9b75-30237d352f98,"Wijziging van onder meer de Wet op het primair onderwijs, de Wet op de expertisecentra en de Wet College voor examens in verband met de invoering van een centrale eindtoets, de invoering van een leerling- en onderwijsvolgsysteem en invoering van bekostigingsvoorschriften voor minimumleerresultaten voor speciale scholen voor basisonderwijs en scholen voor speciaal onderwijs en speciaal en voortgezet speciaal onderwijs (centrale eindtoets en leerling- en onderwijsvolgsysteem primair onderwijs)",33157.0,,60.0,Tweede Kamer,False
61f1dafd-e434-49c8-9539-3030ea31b5e7,"Goedkeuring van het op 27 september 2012 te Straatsburg tot stand gekomen Verdrag van Straatsburg van 2012 inzake de beperking van aansprakelijkheid in de binnenvaart (CLNI 2012) (Trb. 2013, 72)",34621.0,,4.0,Tweede Kamer,False
264cc70b-8633-4fee-aaae-303281b40bda,"Wijziging van de begrotingsstaten van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2015 (wijziging samenhangende met de Najaarsnota)",34350.0,XVI,3.0,Tweede Kamer,False
89cf5baf-4cb6-46a5-84f4-3041311ee646,"Wijziging van diverse wetten in verband met de invoering van de verplichting voor bepaalde instanties waar professionals werken en voor bepaalde zelfstandige professionals om te beschikken over een meldcode voor huiselijk geweld en kindermishandeling en de kennis en het gebruik daarvan te bevorderen, onderscheidenlijk die meldcode te hanteren (verplichte meldcode huiselijk geweld en kindermishandeling)",33062.0,,23.0,Tweede Kamer,False
b60432bb-c451-420a-b16a-3043bd60449a,"Wijziging van de begrotingsstaat van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2021 (Dertiende incidentele suppletoire begroting)",35970.0,,3.0,Tweede Kamer,False
f2805e09-9afb-44be-aaae-30458bccec15,"Wijziging van de Algemene Kinderbijslagwet, de Wet op het kindgebonden budget, de Wet werk en bijstand, de Wet inkomstenbelasting 2001, de Wet studiefinanciering 2000 en enige andere wetten in verband met hervorming en versobering van de kindregelingen (Wet hervorming kindregelingen)",33716.0,,39.0,Tweede Kamer,False
8a821cb0-3a61-4d2c-bf70-3049fd920ff1,"Wijziging van de Algemene douanewet met betrekking tot het creëren van een wettelijke grondslag voor het verstrekken van gegevens door de inspecteur aan de politie, de Koninklijke Marechaussee, de Financiële inlichtingen eenheid en de Belastingdienst/Fiscale inlichtingen- en opsporingsdienst, ten behoeve van de uitvoering van politie- of toezichtstaken (Wet gegevensverstrekking douane voor uitvoering politie- of toezichtstaken)",36668.0,,15.0,Tweede Kamer,False
1299ae6d-9052-4306-be58-304b6e6b38c2,Opvolging van de Griffier,34748.0,,3.0,Tweede Kamer,False
e89c95fd-1112-4747-93bd-30586182f52b,EU-voorstel: Richtlijn transparantie van namens derde landen uitgevoerde belangvertegenwoordigingsactiviteiten COM (2023) 637,36514.0,,7.0,Tweede Kamer,False
f2ae95c4-cea1-404e-92ed-305cd428d52f,Vliegramp MH17,33997.0,,187.0,Tweede Kamer,False
a77d0458-31d5-43ca-8b6d-3061ec8f8efe,Onderzoek militaire missie Suriname,18031.0,,12.0,Tweede Kamer,False
6167aea2-f6f5-447b-b0be-30660577898b,Wijziging van de Wet basisregistraties adressen en gebouwen en enige andere wetten in verband met modernisering en vereenvoudiging van de registratie en het toezicht,34507.0,,6.0,Tweede Kamer,False
5427dda0-76e1-42c0-be75-306b77bd47ad,"Wijziging van de Gemeentewet, de Wet wapens en munitie en de Politiewet 2012 (verruiming fouilleerbevoegdheden)",33112.0,,17.0,Tweede Kamer,False
434987a7-1175-4d3f-957b-3073f0e92a3f,"Jaarverslag en slotwet Ministerie van Onderwijs, Cultuur en Wetenschap 2020",35830.0,VIII,22.0,Tweede Kamer,False
2cb390a0-aae8-4d35-a919-3075881db2dc,Wijziging van de Wet op de omzetbelasting 1968 en enkele andere wetten (Wet afschaffing van de btw-landbouwregeling),34787.0,,7.0,Tweede Kamer,False
709acbdf-6d61-483c-8bf5-3079b1335a66,Wijziging van Boek 7 van het Burgerlijk Wetboek en enkele andere wetten in verband met het stellen van nadere huurmaatregelen tot verdere bevordering van de doorstroming op de huurmarkt (Wet doorstroming huurmarkt 2015),34373.0,,53.0,Tweede Kamer,False
516e2307-f144-44a9-94e1-307e7711692f,Wijziging van de begrotingsstaat van het Gemeentefonds voor het jaar 2025 (wijziging samenhangende met de Voorjaarsnota),36725.0,B,5.0,Tweede Kamer,False
933a4cd7-a549-4417-b2d1-307f5dcd3c57,Vaststelling van de begrotingsstaten van het Ministerie van Volkshuisvesting en Ruimtelijke Ordening (XXII) voor het jaar 2026,36800.0,XXII,6.0,Tweede Kamer,False
3286b2a7-e170-4833-a8b5-3080ad1d56ea,Wijziging van de begrotingsstaten van het Ministerie van Justitie en Veiligheid (VI) voor het jaar 2020 (wijziging samenhangende met de Najaarsnota),35650.0,VI,3.0,Tweede Kamer,False
b3ba8020-4aff-418b-82a1-3089d1c33e91,Interparlementaire conferentie inzake het Europees Semester ,33574.0,,6.0,Eerste Kamer en Tweede Kamer,False
3c147a17-025e-4550-af50-309a194b081c,Nationaal Zeehavenbeleid,29862.0,,57.0,Tweede Kamer,False
af31538c-f9b9-4fdd-95a3-30a0e69a5d6b,Jaarverslag en slotwet Ministerie van Defensie 2017,34950.0,X,11.0,Tweede Kamer,False
57ad08b5-b189-4c9b-acbc-30a222a8a1e7,Jaarverslag en slotwet Ministerie van Economische Zaken 2013,33930.0,XIII,22.0,Tweede Kamer,False
57835a9e-b13d-4a8d-b92a-30a49df19455,Verslag van een werkbezoek aan Frankfurt door een delegatie van de vaste commissie voor Financiën,35197.0,,1.0,Tweede Kamer,False
1929a05a-27bc-4eef-a43e-30a545fb0473,"Wijziging van artikel 8 van het Statuut van Rome inzake het Internationaal Strafhof; ’s-Gravenhage, 6 december 2019 ",35584.0,(R2149),3.0,Eerste Kamer en Tweede Kamer,False
0ad0aeb2-22da-451a-af4f-30b79e3a6db0,"Uitvoering van de Verordening (EU) nr.650/2012 van het Europees Parlement en de Raad van 4 juli 2012 betreffende de bevoegdheid, het toepasselijke recht, de erkenning en de tenuitvoerlegging van beslissingen en de aanvaarding en de tenuitvoerlegging van authentieke akten op het gebied van erfopvolging, alsmede betreffende de instelling van een Europese erfrechtverklaring (PbEU 2012, L 201) (Uitvoeringswet Verordening erfrecht)",33851.0,,7.0,Tweede Kamer,False
e76a18dc-d28a-4b7f-9175-30c593e9bd5d,Vaststelling van de begrotingsstaat van de Staten-Generaal (IIA) voor het jaar 2021,35570.0,IIA,4.0,Tweede Kamer,False
83a05282-3f71-408b-a1cb-30c787c316b6,Wijziging van het Wetboek van Strafrecht en het Wetboek van Strafvordering in verband met de invoering van een rechterlijke vrijheidsbeperkende maatregel (rechterlijk gebieds- of contactverbod),32551.0,,10.0,Tweede Kamer,False
0b9bbe8a-ea29-416e-907a-30d21e053eb5,"Wijziging van de begrotingsstaat van het Ministerie van Algemene Zaken (IIIA), de begrotingsstaat van het Kabinet van de Koning (IIIB) en de begrotingsstaat van de Commissie van Toezicht op de Inlichtingen- en Veiligheidsdiensten (IIIC) voor het jaar 2019 (wijziging samenhangende met de Voorjaarsnota)",35210.0,III,3.0,Tweede Kamer,False
989f1202-5038-4b1d-9dc1-30d22af227bd,"Briefwisseling houdende een verdrag betreffende toestemming tot overvlucht tussen het Koninkrijk der Nederlanden en de Bolivariaanse Republiek Venezuela; Caracas, 4 juli 2012 ",33604.0,(R2003),1.0,Eerste Kamer en Tweede Kamer,False
c9d6c8d9-4be8-484f-8ac3-30d991399b84,"Wijziging van de Wet verlaging eigen bijdrage huurtoeslag, de Wet op de huurtoeslag en enkele andere wetten ter verbetering van de koopkracht en vereenvoudiging van de regeling",36608.0,,9.0,Tweede Kamer,False
bea77797-b43c-48bf-ac3e-30eceae28067,Wijziging van de Wet publieke gezondheid vanwege de invoering van aanvullende maatregelen voor het internationaal personenverkeer in verband met de bestrijding van de epidemie van covid-19,35808.0,,36.0,Tweede Kamer,False
abebd05c-dd77-4fe2-b706-30f9ffe90e90,Jaarverslag en slotwet Koninkrijksrelaties 2013,33930.0,IV,6.0,Tweede Kamer,False
2290036b-4e57-4436-8805-31127bfbd0ee,"Wijziging van de Algemene wet bestuursrecht, de Algemene wet inzake rijksbelastingen, de Wet op de rechterlijke organisatie en de Wet rechtspositie rechterlijke ambtenaren in verband met enkele wijzigingen in het belang van de rechtseenheid en de rechtsontwikkeling bij de hoogste rechtscolleges (amicus curiae en kruisbenoemingen)",35550.0,,5.0,Tweede Kamer,False
62245164-c446-481d-8a4d-311b968b6298,"Voorstel van wet van de leden Nijboer, Beckerman en Bromet tot wijziging van de Woningwet teneinde te voorkomen dat het aantal sociale-huurwoningen in gemeenten daalt als gevolg van prestatieafspraken (Wet voldoende betaalbare woningen)",34974.0,,12.0,Tweede Kamer,False
d81a61cc-deb0-4f47-ad4c-311cd7e25b63,Wijziging van het Burgerlijk Wetboek en enkele andere wetten in verband met lastenverlichting voor burgers en bedrijfsleven,32038.0,,6.0,Tweede Kamer,False
906c8d14-2c53-4e26-b09a-311f886e3727,"Wijziging van de Wet hersteloperatie toeslagen en van de Wet aanvullende regelingen hersteloperatie toeslagen, houdende aanpassingen in de hersteloperatie toeslagen van bepaalde termijnen, van de peildatum voor brede ondersteuning voor gedupeerden in het buitenland en van de nabestaandenregeling (Wet aanpassing termijnen en nabestaandenregeling hersteloperatie toeslagen)",36577.0,,22.0,Tweede Kamer,False
43d1c3b6-786e-408d-9576-312826323818,"EU-voorstellen: Wijziging van de Comitologieverordening COM (2016) 798, 799 en COM (2017) 85",34756.0,,-1.0,Eerste Kamer,False
5e12182b-5dc9-4f2a-ac72-312b4d1627a7,"Wijziging van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2008 (wijziging samenhangende met de Najaarsnota)

",31792.0,F,2.0,Tweede Kamer,False
ef0ffa6e-78fe-4ebf-a9e8-312ec6b2e9d1,Wijziging van de Politiewet 2012 in verband met de positie van de korpschef en van de regioburgemeester alsmede enkele andere verbeteringen,33368.0,,9.0,Tweede Kamer,False
0dcbaf23-93a7-43bf-a89d-313692f3def0,"Jaarverslag en slotwet Ministerie van Volksgezondheid, Welzijn en Sport 2019",35470.0,XVI,13.0,Tweede Kamer,False
1afcd01f-c35e-4adc-aa0d-3138147b40c4,"Wijziging van de Arbeidsomstandighedenwet in verband met de versterking van de betrokkenheid van de werkgevers en werknemers bij de arbodienstverlening, de preventie in het bedrijf of de inrichting van de werkgever en de randvoorwaarden voor het handelen van de bedrijfsarts, en enige andere wijzigingen",34375.0,,28.0,Tweede Kamer,False
93b760ca-ca00-4bd2-b39f-314a3b2f3434,Wijziging van de Mijnbouwwet (het verwijderen of hergebruiken van mijnbouwwerken en investeringsaftrek),35462.0,,17.0,Tweede Kamer,False
bfc5bc70-ae76-474e-a0e8-314f2fe638f8,Wijziging van de begrotingsstaat van het Mobiliteitsfonds voor het jaar 2025 (wijziging samenhangende met de Najaarsnota),36850.0,A,-1.0,Tweede Kamer,False
56c55737-3085-465c-b294-316c378b8b9e,"Wijziging van de Provinciewet, de Gemeentewet en enige andere wetten in verband met de revitalisering van het generiek interbestuurlijk toezicht (Wet revitalisering generiek toezicht)",32389.0,,17.0,Tweede Kamer,False
8abb932f-4f7a-41b3-9cf1-3170e1f991fa,Wijziging van de begrotingsstaten van het Ministerie van Infrastructuur en Waterstaat (XII) voor het jaar 2024 (wijziging samenhangende met de Voorjaarsnota),36550.0,XII,4.0,Tweede Kamer,False
b6e4fce2-92ea-418d-bdbe-31af3e0fced4,Wijziging van enkele socialezekerheidswetten in verband met een andere vormgeving van de exportbeperking in de Algemene Kinderbijslagwet en het regelen van overgangsrecht voor de situatie van opzegging of wijziging van een verdrag dan wel een daarmee gelijk te stellen situatie,33162.0,,9.0,Tweede Kamer,False
846d649f-2fbe-4ecd-971d-31b3f54c1c99,Wijziging van de begrotingsstaat van Buitenlandse Handel en Ontwikkelingssamenwerking (XVII) voor het jaar 2023 (wijziging samenhangende met de Voorjaarsnota),36350.0,XVII,10.0,Tweede Kamer,False
18849360-620b-4c55-8861-31ba44ce9d60,"Uitvoering van Verordening (EU) 2017/821 van het Europees Parlement en de Raad van 17 mei 2017 tot vaststelling van verplichtingen inzake passende zorgvuldigheid in de toeleveringsketen voor Unie-importeurs van tin, tantaal en wolfraam, de overeenkomstige ertsen, en goud uit conflict- en hoogrisicogebieden (PbEU, L 130) (Uitvoeringswet Verordening conflictmineralen)",35506.0,,6.0,Tweede Kamer,False
dc049327-e77a-4ef4-8f2c-31c275d42f3c,"Wijziging van de Wet aanvullende bepalingen verwerking persoonsgegevens in de zorg in verband met Richtlijn (EU) 2011/24 van het Europees Parlement en de Raad van 9 maart 2011 betreffende de toepassing van de rechten van patiënten bij grensoverschrijdende gezondheidszorg (PbEU 2011, L 88)",36825.0,,5.0,Tweede Kamer,False
11e4cbab-e983-48e6-9f58-31c367ec8e5f,Wijziging van de Wet gemeentelijke schuldhulpverlening ten behoeve van de uitwisseling van persoonsgegevens,35316.0,,21.0,Tweede Kamer,False
33fa7e6f-b210-4c85-8698-31c405673d52,"Verdrag tussen het Koninkrijk der Nederlanden en Belize inzake de uitwisseling van informatie betreffende belastingzaken; Belmopan, 4 februari 2010   ",32494.0,,2.0,Tweede Kamer,False
d296d1f4-8795-4409-97d4-31c6866bbec5,Structuurvisie Infrastructuur en Ruimte,32660.0,,68.0,Tweede Kamer,False
24507f87-90dd-4b51-bf01-31ccaf4e27bb,De internetfilm Fitna,31402.0,,4.0,Tweede Kamer,False
815efb79-5e84-495c-9eff-31cf04375464,EU-voorstel: Commissiemededeling over een eerlijk en doeltreffend vennootschapsbelastingstelsel in de Europese Unie: Vijf belangrijke Actiepunten COM (2015) 302,34254.0,,-1.0,Eerste Kamer,False
3090b9a8-4616-41c4-be0f-31d3c0011394,"EU-mededeling: Evaluatie van de “Small Business Act” voor Europa COM(2011)78

",32731.0,,-1.0,Tweede Kamer,False
68840e60-2a46-44c0-9905-31e3540287cc,Verslag van de commissie voor de Inlichtingen- en Veiligheidsdiensten over haar werkzaamheden in 2014,34213.0,,2.0,Tweede Kamer,False
e963d4eb-c4ea-47a7-b4cd-31e4c52a589b,Wijziging van de Wet bijzondere opnemingen in psychiatrische ziekenhuizen (voorwaardelijke machtiging en dwangbehandeling),30492.0,,56.0,Tweede Kamer,False
96df64b5-c8a7-4652-a46a-31eb7fc0058a,Parlementair onderzoek ICT-projecten bij de overheid,33326.0,,22.0,Tweede Kamer,False
d4c99fd0-0489-48e1-b2a0-31f11b77be1b,Wijziging van de Wet op het financieel toezicht en de Faillissementswet in verband met de bevoegdheid om vast te stellen of een bank of beleggingsonderneming faalt of waarschijnlijk zal falen en in verband met de verificatie van interesten die lopen vanaf de faillietverklaring van een bank of beleggingsonderneming ter uitvoering van Richtlijn nr. 2014/59/EU alsmede ter uitvoering van Verordening (EU) nr. 806/2014,35945.0,,6.0,Tweede Kamer,False
420cb125-bfcd-45f7-82d5-31f172fa4654,Wijziging van de Wet kinderopvang en kwaliteitseisen peuterspeelzalen in verband met het opnemen van nadere regels voor ouderparticipatiecrèches,34256.0,,11.0,Tweede Kamer,False
ab7e5c05-9839-411d-ae73-31f32715fe1e,"Verdrag tot uitwisseling van informatie met betrekking tot belastingen tussen het Koninkrijk der Nederlanden, ten behoeve van Aruba, en het Koninkrijk Spanje; Madrid, 24 november 2008",32142.0,(R1892),1.0,Eerste Kamer en Tweede Kamer,False
82774e10-5952-4ff6-a70b-31fe34243852,Jaarverslag en slotwet Ministerie van Veiligheid en Justitie 2012,33605.0,VI,12.0,Tweede Kamer,False
08fcce87-26da-473d-8f05-32107b706b06,Verslag van een werkbezoek aan het Global Parliamentary Forum (GPF) door een delegatie van de vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking,36413.0,,2.0,Tweede Kamer,False
af82e5ea-98f9-4c16-8644-3214a298b905,"Wijziging van de begrotingsstaten van de begroting Wonen, Wijken en Integratie (XVIII) voor het jaar 2010 (wijziging samenhangende met de Najaarsnota)",32565.0,XVIII,3.0,Tweede Kamer,False
dc1e2625-41a4-4785-a341-32181142fbcb,"Wijziging van de Pensioenwet en de Wet verplichte beroepspensioenregeling in verband met de implementatie van Richtlijn 2014/50/EU van het Europees Parlement en de Raad van 16 april 2014 betreffende minimumvereisten voor de vergroting van de mobiliteit van werknemers tussen de lidstaten door het verbeteren van de verwerving en het behoud van aanvullende pensioenrechten (PbEU 2014, L 128)",34933.0,,7.0,Tweede Kamer,False
36996ee9-859c-4aac-9957-321ee0ae7fec,Wijziging van de begrotingsstaten van Koninkrijksrelaties (IV) voor het jaar 2018 (Incidentele suppletoire begroting inzake wederopbouw bovenwindse eilanden),34869.0,,3.0,Tweede Kamer,False
48c79c49-0fc2-4822-a17e-3239cb7ace7d,"Wijziging van het voorstel van wet tot wijziging van het Wetboek van Burgerlijke Rechtsvordering, het Burgerlijk Wetboek en enige andere wetten (tegengaan huwelijkse gevangenschap en enige andere onderwerpen)",36123.0,,7.0,Tweede Kamer,False
6393396d-39f6-4fdc-a6b4-323bb4627f72,Wijziging van de begrotingsstaat van het Ministerie van Buitenlandse Zaken (V) voor het jaar 2017 (wijziging samenhangende met de Voorjaarsnota),34730.0,V,3.0,Tweede Kamer,False
1e0d7c01-28ce-4109-9869-323e0e0b0eca,Wijziging van enkele wetten van het Ministerie van Sociale Zaken en Werkgelegenheid (Verzamelwet SZW 2024),36415.0,,9.0,Tweede Kamer,False
fe09b2f7-10cb-4b14-ae56-323fe2707ae5,Aanpak voor herstel en perspectief voor jongeren,35883.0,,3.0,Tweede Kamer,False
cbfe5be4-5924-4614-a26f-324c915607dc,Vaststelling van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2013,33400.0,F,3.0,Tweede Kamer,False
c0990a67-8a52-4067-b5e8-324e50f31fcb,"Wijziging van de Advocatenwet, de Gerechtsdeurwaarderswet, de Wet op het notarisambt en de Wet positie en toezicht advocatuur in verband met het opnemen van een grondslag voor de verwerking van bijzondere persoonsgegevens ten behoeve van de uitvoering van kwaliteitstoetsen bij advocaten, gerechtsdeurwaarders en notarissen en diverse aanpassingen van overwegend wetstechnische aard",35262.0,,6.0,Tweede Kamer,False
4baa0559-1b27-4414-be2d-324e9dc39752,"Wijziging van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) voor het jaar 2009 (wijziging samenhangende met de Najaarsnota)",32222.0,XIV,3.0,Tweede Kamer,False
7b098e54-9985-40d7-bedc-32576cfb8104,"Vaststelling van de begrotingsstaten van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2015",34000.0,XVI,126.0,Tweede Kamer,False
d4ce33fb-bb93-4737-a888-3259a7e643fb,Wijziging van de Wet bereikbaarheid en mobiliteit in verband met invoering van een versnellingstarief en verbetering van de uitvoerbaarheid,30615.0,,10.0,Tweede Kamer,False
6fdb3ef1-79f2-4c2f-bd0a-325daf4227cf,Wijziging van de Faillissementswet met betrekking tot de rechten en verplichtingen inzake deelname aan betalings- en effectenafwikkelsystemen in derde-landen,35005.0,,5.0,Tweede Kamer,False
cf76acce-50d8-4504-9d67-326c9dfef3d9,"Wijziging van de begrotingsstaat van de overige Hoge Colleges van Staat, Kabinetten van de Gouverneurs en de Kiesraad (IIB) voor het jaar 2022 (wijziging samenhangende met de Najaarsnota)",36250.0,IIB,3.0,Tweede Kamer,False
36648b57-ecb5-4595-b4c0-326ee858a2e9,Wijziging van de Wet op de omzetbelasting 1968 in verband met nieuwe factureringsregeling (implementatie richtlijn factureringsregels),32877.0,,8.0,Tweede Kamer,False
b8dc056d-b72e-4a26-9f08-3286b327252e,Verklaring dat er grond bestaat een voorstel in overweging te nemen tot verandering in de Grondwet strekkende tot invoering van behandeling in verenigde vergadering van de tweede lezing van veranderingen in de Grondwet,35533.0,,6.0,Tweede Kamer,False
71604bcf-8f66-434d-bd5e-329467a041f2,"Wijziging van de begrotingsstaten van het Ministerie van Algemene Zaken, het Kabinet der Koningin en de Commissie van toezicht betreffende de inlichtingen- en veiligheidsdiensten (III) voor het jaar 2012 (wijziging samenhangende met de Najaarsnota)",33480.0,III,3.0,Tweede Kamer,False
a518b374-9beb-4689-9137-3295eceff25d,"Goedkeuring van het op 22 oktober 2015 te Riga tot stand gekomen Aanvullend Protocol bij het Verdrag van de Raad van Europa ter voorkoming van terrorisme (Trb. 2016, 180)",35381.0,(R2143),6.0,Tweede Kamer,False
bdbe2094-2ffb-4bdb-8d2e-329a8250b58c,Rapport van de werkgroep Benoemingen en voordrachten,34619.0,,1.0,Tweede Kamer,False
101c0215-36ff-44e7-b529-32a44af22550,Wijziging van de begrotingsstaat van het Ministerie van Financiën (IXB) voor het jaar 2021 (Tweede incidentele suppletoire begroting inzake kwijtschelding publieke schulden toeslagengedupeerden),35799.0,,3.0,Tweede Kamer,False
0e575fe0-0592-40e6-96fb-32af51f8115d,Jaarverslag en slotwet Staten-Generaal 2015,34475.0,IIA,5.0,Tweede Kamer,False
148c2354-d9cf-45c1-a682-32b65647c87b,Winstbelasting multinationals,31369.0,,27.0,Tweede Kamer,False
dbc9d0da-8aa7-4988-a861-32c452ba0263,Wijziging van de begrotingsstaten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 2017 (wijziging samenhangende met de Najaarsnota),34845.0,XV,5.0,Tweede Kamer,False
c42d2bc6-8225-4b05-bf88-32cbc7e8732a,Wijziging van de Wet milieubeheer (kostenverevening reductie CO2-emissies glastuinbouw 2013-2020),33291.0,,6.0,Tweede Kamer,False
