date,count
1889-01-18,2904
1889-01-24,186
1889-01-25,3830
1889-01-26,4479
1889-01-28,4006
1889-01-29,2657
1889-03-05,37
1889-03-06,14
1889-03-08,2630
1889-03-19,3986
1889-03-20,4027
1889-03-21,4172
1889-03-22,3314
1889-03-26,4016
1889-03-27,3553
1889-03-28,4674
1889-03-29,3971
1889-04-02,342
1889-04-03,28
1889-04-04,3518
1889-04-05,4005
1889-04-06,3936
1889-04-09,3563
1889-04-10,4341
1889-04-11,4920
1889-04-12,2370
1889-04-16,293
1889-04-26,943
1889-04-30,416
1889-05-02,509
1889-05-03,6709
1889-05-05,38
1889-05-07,7003
1889-05-08,3609
1889-05-09,3142
1889-05-10,1444
1889-05-17,2875
1889-05-21,7
1889-05-23,305
1889-06-17,147
1889-06-18,26
1889-06-19,39
1889-06-20,1898
1889-07-09,107
1889-07-10,415
1889-07-11,2090
1889-07-12,803
1889-07-22,116
1889-07-23,137
1889-07-24,373
1889-08-20,1109
1889-08-21,168
1889-08-22,3471
1889-08-23,4279
1889-08-27,3216
1889-08-28,4106
1889-08-29,4068
1889-08-30,4170
1889-09-03,4758
1889-09-04,4637
1889-09-05,4137
1889-09-06,3668
1889-09-10,8039
1889-09-11,3757
1889-09-12,4839
1889-09-13,5114
1889-09-14,33
1889-09-17,220
1889-09-19,1733
1889-09-24,4504
1889-09-25,3935
1889-09-26,2521
1889-09-27,3028
1889-10-01,2176
1889-10-02,2277
1889-10-03,2451
1889-10-10,103
1889-10-21,489
1889-10-24,646
1889-11-19,215
1889-11-21,4409
1889-11-26,3667
1889-11-27,4090
1889-11-28,5241
1889-11-29,3215
1889-12-02,2435
1889-12-03,6719
1889-12-04,9679
1889-12-05,7687
1889-12-06,7707
1889-12-09,2735
1889-12-10,6629
1889-12-11,4072
1889-12-12,6713
1889-12-13,4437
1889-12-14,3978
1889-12-16,6752
1889-12-17,5422
1889-12-18,8961
1889-12-19,4488
1889-12-20,8630
1889-12-21,5038
1889-12-23,6048
1889-12-27,221
1889-12-28,633
1890-01-13,123
1890-01-16,96
1890-01-27,2
1890-01-28,3437
1890-01-29,3003
1890-01-30,3302
1890-01-31,3753
1890-02-25,35
1890-02-28,279
1890-03-04,4035
1890-03-05,3672
1890-03-06,2954
1890-03-07,3728
1890-03-11,4416
1890-03-12,3968
1890-03-13,3964
1890-03-14,3306
1890-03-18,2229
1890-03-19,4232
1890-03-20,3379
1890-03-21,3353
1890-03-25,2465
1890-03-26,4356
1890-03-27,3743
1890-03-28,3456
1890-04-08,435
1890-04-10,86
1890-04-11,355
1890-04-24,3769
1890-04-25,2784
1890-04-29,4655
1890-04-30,3196
1890-05-01,118
1890-05-02,3594
1890-05-05,165
1890-05-06,3272
1890-05-07,6761
1890-05-08,5861
1890-05-09,5543
1890-06-03,191
1890-06-05,4519
1890-06-10,3250
1890-06-11,2906
1890-06-12,4108
1890-06-13,3545
1890-06-17,3797
1890-06-18,4323
1890-06-19,3254
1890-06-20,3661
1890-06-24,4086
1890-06-25,3971
1890-06-26,4024
1890-06-27,4136
1890-07-01,3546
1890-07-02,3764
1890-07-03,4208
1890-07-04,4868
1890-07-10,73
1890-07-11,13
1890-07-14,927
1890-07-15,1105
1890-07-16,2921
1890-07-17,4224
1890-09-13,23
1890-09-16,894
1890-09-18,1931
1890-09-23,125
1890-09-26,13
1890-10-07,3550
1890-10-08,4082
1890-10-14,1500
1890-10-15,3536
1890-10-16,704
1890-10-27,76
1890-10-28,448
1890-10-29,717
1890-10-30,2938
1890-11-11,200
1890-11-12,106
1890-11-13,2
1890-11-18,376
1890-11-19,108
1890-11-20,7
1890-11-21,116
1890-11-26,83
1890-11-27,185
1890-12-08,51
1890-12-09,3401
1890-12-10,3653
1890-12-11,3648
1890-12-12,6297
1890-12-13,3909
1890-12-15,4496
1890-12-16,3828
1890-12-17,7537
1890-12-18,4682
1890-12-19,7082
1890-12-20,5212
1890-12-22,8588
1890-12-23,7709
1890-12-30,1203
1891-01-13,523
1891-01-15,2485
1891-01-16,3401
1891-01-20,3347
1891-01-21,1946
1891-01-22,3264
1891-01-23,3686
1891-01-26,136
1891-01-27,3332
1891-01-28,3628
1891-01-29,4061
1891-01-30,3966
1891-02-03,3089
1891-02-04,3424
1891-02-05,3624
1891-02-06,3782
1891-02-16,155
1891-02-17,2103
1891-02-18,3014
1891-02-19,875
1891-02-20,2798
1891-02-21,3299
1891-02-23,3259
1891-03-03,84
1891-03-05,2124
1891-03-06,3252
1891-03-10,3611
1891-03-11,2980
1891-03-12,3464
1891-03-13,2740
1891-03-17,4203
1891-03-18,4944
1891-03-19,3952
1891-03-20,4387
1891-04-06,31
1891-04-09,2958
1891-04-10,4084
1891-04-11,2095
1891-04-14,627
1891-04-17,705
1891-04-21,3241
1891-04-22,3773
1891-04-23,3696
1891-04-24,4868
1891-04-28,3483
1891-04-29,3647
1891-04-30,3682
1891-05-01,3612
1891-05-05,4789
1891-05-06,4951
1891-05-08,5285
1891-05-12,2172
1891-05-13,4136
1891-05-14,3641
1891-05-15,3453
1891-05-20,2121
1891-05-21,3492
1891-05-22,3982
1891-05-26,3558
1891-05-28,3803
1891-05-29,3789
1891-06-15,13
1891-06-17,231
1891-06-18,976
1891-09-15,253
1891-09-16,359
1891-09-18,1961
1891-09-21,12
1891-09-22,3481
1891-09-23,2901
1891-10-02,365
1891-10-07,1261
1891-11-10,260
1891-11-13,4175
1891-11-17,1237
1891-11-18,3243
1891-11-19,3066
1891-11-24,2341
1891-11-25,3904
1891-11-26,4310
1891-11-27,3620
1891-11-30,296
1891-12-01,2323
1891-12-02,3967
1891-12-03,4363
1891-12-04,3511
1891-12-08,4199
1891-12-09,6051
1891-12-10,4154
1891-12-11,4901
1891-12-14,5609
1891-12-15,4777
1891-12-16,6914
1891-12-17,3939
1891-12-18,9577
1891-12-19,4342
1891-12-21,4806
1891-12-22,2521
1891-12-23,2284
1891-12-24,1193
1892-01-25,102
1892-01-26,3440
1892-01-27,3034
1892-01-28,2568
1892-03-01,52
1892-03-03,2084
1892-03-04,1303
1892-03-08,1954
1892-03-15,4041
1892-03-17,2634
1892-03-22,4237
1892-03-23,5306
1892-03-25,3626
1892-03-29,3852
1892-03-30,3004
1892-04-01,1610
1892-04-02,1871
1892-05-03,169
1892-05-05,3646
1892-05-06,3364
1892-05-11,3685
1892-05-12,2984
1892-05-13,3404
1892-05-17,4195
1892-05-18,3579
1892-05-19,2237
1892-05-20,3784
1892-06-08,353
1892-06-15,3690
1892-06-16,1359
1892-06-21,1415
1892-06-23,2586
1892-06-24,1686
1892-06-28,3929
1892-06-29,4401
1892-06-30,4295
1892-07-01,5504
1892-07-07,3669
1892-07-08,3765
1892-07-12,4266
1892-07-13,3736
1892-07-14,2476
1892-07-15,4123
1892-07-19,4026
1892-07-20,3927
1892-07-21,4042
1892-07-22,3047
1892-07-26,1059
1892-08-08,256
1892-08-09,103
1892-08-10,743
1892-09-17,6
1892-09-20,102
1892-09-21,90
1892-09-22,4063
1892-09-23,3653
1892-09-24,2296
1892-09-27,3798
1892-09-28,4077
1892-09-29,2709
1892-09-30,2346
1892-10-11,19
1892-10-18,3742
1892-10-19,2391
1892-10-20,2396
1892-10-21,4217
1892-10-25,1573
1892-10-26,134
1892-10-28,772
1892-11-15,24
1892-11-22,3295
1892-11-23,4197
1892-11-24,6232
1892-11-25,3633
1892-11-29,4020
1892-11-30,5898
1892-12-01,3777
1892-12-02,2840
1892-12-06,5818
1892-12-07,4317
1892-12-08,6151
1892-12-09,4248
1892-12-10,3077
1892-12-13,7315
1892-12-14,4282
1892-12-15,6980
1892-12-16,4389
1892-12-17,4306
1892-12-19,2128
1892-12-20,8003
1892-12-21,4991
1892-12-22,8233
1892-12-23,9070
1892-12-27,89
1892-12-28,1812
1892-12-29,2747
1892-12-30,2307
1893-01-25,28
1893-01-26,3422
1893-01-27,4205
1893-01-28,4125
1893-01-30,4040
1893-01-31,3346
1893-02-28,109
1893-03-02,85
1893-03-07,182
1893-03-08,1962
1893-03-09,2003
1893-03-10,2318
1893-03-14,2451
1893-03-15,4269
1893-03-16,3590
1893-03-17,1857
1893-03-21,123
1893-03-23,5315
1893-04-07,2534
1893-04-18,1999
1893-04-19,3897
1893-04-20,3352
1893-04-21,3579
1893-04-25,3490
1893-04-26,3633
1893-04-27,4084
1893-04-28,1127
1893-05-17,2216
1893-05-18,2386
1893-05-19,3494
1893-05-24,3724
1893-05-25,3301
1893-05-26,4171
1893-05-30,4447
1893-05-31,4266
1893-06-01,4676
1893-06-02,3839
1893-06-06,4243
1893-06-07,4190
1893-06-08,3452
1893-06-09,3489
1893-06-13,4996
1893-06-14,2538
1893-06-15,4697
1893-06-16,7434
1893-06-20,3548
1893-06-21,4072
1893-06-22,3538
1893-06-23,2249
1893-07-19,2
1893-07-20,97
1893-07-25,2927
1893-07-26,3648
1893-07-27,1307
1893-07-28,5760
1893-08-01,3535
1893-08-02,3582
1893-08-03,4256
1893-08-04,3587
1893-08-08,4119
1893-08-09,3467
1893-08-10,2663
1893-08-11,3570
1893-08-15,4002
1893-08-16,3566
1893-08-17,885
1893-09-16,20
1893-09-19,556
1893-09-20,83
1893-09-22,2355
1893-09-25,1654
1893-09-26,5899
1893-09-27,3827
1893-09-28,7012
1893-09-29,1677
1893-10-03,3928
1893-10-04,3546
1893-10-05,3840
1893-10-06,1035
1893-10-17,8
1893-10-19,1521
1893-11-14,40
1893-11-21,3236
1893-11-22,2853
1893-11-23,4276
1893-11-24,2428
1893-11-28,2509
1893-11-29,2858
1893-12-01,3756
1893-12-05,3875
1893-12-06,7500
1893-12-07,4226
1893-12-08,4457
1893-12-12,7570
1893-12-13,4438
1893-12-14,8703
1893-12-15,4715
1893-12-16,4318
1893-12-18,5350
1893-12-19,4841
1893-12-20,7011
1893-12-21,4677
1893-12-22,8568
1893-12-23,2543
1893-12-27,173
1893-12-28,3444
1893-12-29,2000
1894-01-09,1527
1894-01-29,1572
1894-01-30,3810
1894-01-31,3445
1894-02-01,3762
1894-02-02,3734
1894-02-03,2908
1894-02-13,79
1894-02-20,2862
1894-02-21,2676
1894-02-22,3512
1894-02-23,3127
1894-02-27,3573
1894-02-28,4168
1894-03-01,3730
1894-03-02,3790
1894-03-06,4266
1894-03-07,4088
1894-03-08,4033
1894-03-09,161
1894-03-20,13
1894-05-16,387
1894-05-17,153
1894-05-22,1206
1894-05-24,114
1894-05-25,992
1894-06-07,119
1894-06-08,2030
1894-06-19,28
1894-06-21,82
1894-06-26,1003
1894-06-28,1616
1894-07-06,211
1894-07-25,418
1894-09-15,8
1894-09-18,387
1894-09-19,26
1894-09-20,2866
1894-09-25,2883
1894-10-05,217
1894-10-10,2299
1894-10-11,2420
1894-10-12,2187
1894-11-13,4
1894-11-15,3820
1894-11-16,2850
1894-11-20,2705
1894-11-21,3061
1894-11-22,3682
1894-11-23,3546
1894-11-27,3261
1894-11-29,3559
1894-11-30,3697
1894-12-03,625
1894-12-04,4770
1894-12-05,4652
1894-12-06,8615
1894-12-07,4756
1894-12-10,2753
1894-12-11,7788
1894-12-12,2937
1894-12-13,9125
1894-12-14,3322
1894-12-15,6448
1894-12-17,6096
1894-12-18,4965
1894-12-19,7552
1894-12-20,5719
1894-12-21,7351
1894-12-22,2947
1894-12-27,54
1894-12-28,3392
1894-12-29,2791
1895-01-09,13
1895-01-11,2266
1895-01-22,27
1895-01-23,4579
1895-01-24,7683
1895-01-25,1147
1895-01-30,3559
1895-01-31,4420
1895-02-01,3976
1895-02-02,4321
1895-02-04,3200
1895-02-05,2760
1895-02-26,255
1895-02-28,2145
1895-03-01,4149
1895-03-05,4004
1895-03-06,4327
1895-03-07,3871
1895-03-08,3067
1895-03-12,2927
1895-03-13,3963
1895-03-14,4258
1895-03-15,4185
1895-03-19,4472
1895-03-20,4177
1895-03-21,3243
1895-03-26,3625
1895-03-27,3316
1895-03-28,4120
1895-03-29,2405
1895-04-02,4489
1895-04-03,4580
1895-04-04,2927
1895-04-05,3562
1895-04-16,71
1895-04-19,1701
1895-04-26,2230
1895-05-28,113
1895-05-31,3345
1895-06-05,3883
1895-06-06,4365
1895-06-07,4172
1895-06-11,3262
1895-06-12,4084
1895-06-13,4206
1895-06-14,3178
1895-06-19,24
1895-06-21,3818
1895-06-25,2209
1895-06-26,3746
1895-06-27,3611
1895-06-28,3190
1895-07-08,324
1895-07-11,2524
1895-07-18,1181
1895-07-19,3988
1895-09-10,194
1895-09-14,45
1895-09-17,217
1895-09-18,14
1895-09-19,2119
1895-09-24,1580
1895-09-26,132
1895-10-10,220
1895-10-16,1690
1895-10-17,3576
1895-10-18,1493
1895-10-22,2483
1895-10-23,3549
1895-10-24,4648
1895-10-25,3299
1895-11-06,168
1895-11-12,3560
1895-11-13,3352
1895-11-14,4002
1895-11-15,4451
1895-11-19,3549
1895-11-20,3680
1895-11-21,3982
1895-11-22,4423
1895-11-26,1233
1895-11-27,4679
1895-11-28,3705
1895-11-29,2882
1895-11-30,4530
1895-12-03,4526
1895-12-04,4335
1895-12-05,4098
1895-12-06,2489
1895-12-09,3030
1895-12-10,3181
1895-12-11,7159
1895-12-12,4121
1895-12-13,7065
1895-12-14,4207
1895-12-16,5307
1895-12-17,5137
1895-12-18,8507
1895-12-19,4289
1895-12-20,8343
1895-12-21,4973
1895-12-23,6323
1895-12-27,34
1895-12-28,336
1896-01-16,4334
1896-01-17,3852
1896-01-18,3625
1896-02-03,1763
1896-02-04,3483
1896-02-05,3413
1896-02-06,4218
1896-02-07,5799
1896-02-18,33
1896-02-21,1563
1896-02-25,3499
1896-02-26,3400
1896-02-27,3995
1896-02-28,3734
1896-03-03,4444
1896-03-19,1324
1896-04-13,159
1896-04-14,3622
1896-04-15,2798
1896-07-10,1428
1896-09-03,3796
1896-09-04,2738
1896-09-15,532
1896-09-16,16
1896-09-17,4618
1896-09-22,1274
1896-09-25,55
1896-09-30,3997
1896-10-01,3551
1896-10-02,2234
1896-10-08,178
1896-10-16,2099
1896-10-22,349
1896-11-10,397
1896-11-13,3564
1896-11-17,3233
1896-11-18,3074
1896-11-19,4199
1896-11-20,3388
1896-11-24,5068
1896-11-25,2225
1896-11-26,4526
1896-11-27,3037
1896-11-30,445
1896-12-01,4662
1896-12-02,3512
1896-12-03,4437
1896-12-04,4503
1896-12-08,5177
1896-12-09,5211
1896-12-10,6983
1896-12-11,3857
1896-12-14,5053
1896-12-15,3879
1896-12-16,5138
1896-12-17,7696
1896-12-18,4689
1896-12-19,3691
1896-12-21,2547
1896-12-22,7111
1896-12-23,2401
1896-12-24,3312
1896-12-28,1915
1896-12-29,1602
1896-12-30,961
1897-01-18,49
1897-01-19,3097
1897-01-20,3859
1897-01-21,4366
1897-01-22,3626
1897-01-25,2158
1897-01-26,3359
1897-01-27,4184
1897-01-28,3444
1897-02-16,279
1897-02-18,2447
1897-02-19,4391
1897-02-23,4007
1897-02-24,4078
1897-02-25,4378
1897-02-26,3113
1897-03-02,4994
1897-03-03,3792
1897-03-04,3556
1897-03-05,4277
1897-03-09,2059
1897-03-10,3757
1897-03-11,4090
1897-03-12,3510
1897-03-16,1798
1897-03-17,2062
1897-03-18,4563
1897-03-19,4107
1897-03-23,3823
1897-03-24,3853
1897-03-25,4012
1897-03-26,2138
1897-03-30,3275
1897-03-31,3858
1897-04-01,3651
1897-04-02,2824
1897-04-05,275
1897-04-06,2013
1897-04-07,3972
1897-04-08,4340
1897-04-09,504
1897-04-26,184
1897-04-27,268
1897-04-29,3585
1897-04-30,2019
1897-05-18,13
1897-05-19,3135
1897-05-20,2107
1897-05-21,2633
1897-09-18,15
1897-09-21,303
1897-09-22,147
1897-09-23,162
1897-09-24,2779
1897-09-28,2242
1897-09-30,120
1897-10-08,300
1897-10-13,205
1897-10-15,1245
1897-11-09,76
1897-11-11,3714
1897-11-16,4322
1897-11-17,3918
1897-11-18,2701
1897-11-19,3844
1897-11-23,3379
1897-11-24,3117
1897-11-25,584
1897-11-30,3961
1897-12-01,4627
1897-12-02,5334
1897-12-03,4733
1897-12-07,4274
1897-12-08,4814
1897-12-09,8105
1897-12-10,4818
1897-12-11,4766
1897-12-13,2996
1897-12-14,5329
1897-12-15,4934
1897-12-16,6120
1897-12-17,6116
1897-12-18,5281
1897-12-20,3511
1897-12-21,2376
1897-12-22,4523
1897-12-23,2182
1897-12-28,1879
1897-12-29,4043
1897-12-30,1958
1898-01-05,41
1898-01-25,73
1898-01-26,3659
1898-01-27,3686
1898-01-28,3868
1898-01-29,2467
1898-01-31,2003
1898-02-01,2164
1898-03-01,100
1898-03-03,161
1898-03-08,2106
1898-03-09,2532
1898-03-10,29
1898-03-16,2268
1898-03-17,63
1898-03-18,330
1898-03-28,168
1898-03-31,2915
1898-04-26,661
1898-04-29,54
1898-05-03,3858
1898-05-04,5021
1898-05-06,19
1898-05-12,4309
1898-05-13,2547
1898-05-17,2891
1898-05-18,4350
1898-05-24,4066
1898-05-25,4281
1898-05-26,3947
1898-05-27,4366
1898-06-01,4637
1898-06-03,230
1898-06-08,648
1898-06-09,1622
1898-06-14,4788
1898-06-15,4695
1898-06-16,2379
1898-06-27,1423
1898-06-29,3302
1898-07-01,2346
1898-07-11,219
1898-07-12,3495
1898-07-13,3616
1898-09-17,23
1898-09-20,255
1898-09-22,15
1898-09-23,2388
1898-09-27,2421
1898-09-29,156
1898-10-04,28
1898-10-11,521
1898-10-18,4781
1898-10-19,3964
1898-10-20,6987
1898-10-21,759
1898-11-15,20
1898-11-22,3708
1898-11-23,3978
1898-11-24,7522
1898-11-25,3753
1898-11-29,2760
1898-11-30,4468
1898-12-01,4236
1898-12-02,2213
1898-12-06,4872
1898-12-07,4579
1898-12-08,5224
1898-12-09,5936
1898-12-10,4597
1898-12-12,3363
1898-12-13,6450
1898-12-14,6642
1898-12-15,6197
1898-12-16,5698
1898-12-17,5614
1898-12-19,6798
1898-12-20,5558
1898-12-21,5858
1898-12-22,6586
1898-12-23,5642
1898-12-27,56
1898-12-28,1780
1898-12-29,3257
1898-12-30,3284
1899-01-31,3063
1899-02-01,3595
1899-02-02,3618
1899-02-03,3629
1899-02-04,4044
1899-02-06,2039
1899-02-07,3058
1899-02-21,471
1899-02-23,11
1899-02-28,3847
1899-03-01,4528
1899-03-02,2995
1899-03-08,2457
1899-03-09,4262
1899-03-14,4202
1899-03-15,2780
1899-04-05,84
1899-04-25,1896
1899-04-28,548
1899-05-02,3486
1899-05-03,4281
1899-05-04,3335
1899-05-05,2065
1899-05-15,165
1899-05-16,1840
1899-05-17,3065
1899-05-18,3027
1899-05-19,3112
1899-06-06,567
1899-06-07,4218
1899-06-08,4058
1899-06-09,3826
1899-06-13,4720
1899-06-14,3633
1899-06-15,5393
1899-06-16,1958
1899-06-20,4180
1899-06-21,75
1899-06-22,3414
1899-06-26,252
1899-06-27,10
1899-07-17,79
1899-07-19,2829
1899-07-20,4200
1899-07-21,2063
1899-09-16,25
1899-09-19,494
1899-09-20,58
1899-09-21,2304
1899-09-26,3501
1899-10-05,157
1899-10-24,5663
1899-10-25,4885
1899-10-26,3778
1899-10-27,5166
1899-10-31,4535
1899-11-01,4250
1899-11-02,5441
1899-11-03,1532
1899-11-09,4570
1899-11-10,5368
1899-11-14,4026
1899-11-15,5384
1899-11-16,5737
1899-11-17,5069
1899-11-21,4059
1899-11-22,4896
1899-11-23,3560
1899-11-24,5349
1899-11-27,3795
1899-11-28,4931
1899-11-29,2679
1899-11-30,5162
1899-12-01,4879
1899-12-05,3813
1899-12-06,5228
1899-12-07,5830
1899-12-08,6190
1899-12-11,3053
1899-12-12,8300
1899-12-13,5102
1899-12-14,6122
1899-12-15,5474
1899-12-16,5616
1899-12-18,3066
1899-12-19,5435
1899-12-20,7058
1899-12-21,7436
1899-12-22,4782
1899-12-27,276
1899-12-28,2250
1899-12-29,2232
1900-01-08,2
1900-01-29,104
1900-01-30,3116
1900-01-31,3391
1900-02-01,3881
1900-02-02,4063
1900-02-20,114
1900-02-22,14
1900-02-27,2677
1900-02-28,3859
1900-03-01,2462
1900-03-02,4117
1900-03-06,4648
1900-03-07,4490
1900-03-08,3660
1900-03-09,3413
1900-03-13,4360
1900-03-14,4446
1900-03-15,3931
1900-03-16,3803
1900-03-20,4381
1900-03-21,2719
1900-03-22,4793
1900-03-23,355
1900-03-27,24
1900-03-29,3055
1900-03-30,3524
1900-04-03,4542
1900-04-04,4815
1900-04-05,4995
1900-04-06,2780
1900-05-08,22
1900-05-09,4669
1900-05-10,3702
1900-05-11,2387
1900-05-15,4162
1900-05-16,3699
1900-05-17,4271
1900-05-18,4419
1900-05-22,4782
1900-05-23,3398
1900-05-28,155
1900-05-29,2308
1900-05-30,5201
1900-05-31,4697
1900-06-01,3692
1900-06-06,3923
1900-06-07,3875
1900-06-08,3911
1900-06-12,3977
1900-06-13,3785
1900-06-14,4143
1900-06-15,3515
1900-06-21,4497
1900-07-03,124
1900-07-05,5122
1900-07-06,2865
1900-07-22,4110
1900-07-26,4416
1900-07-27,4177
1900-07-28,1178
1900-09-15,26
1900-09-18,343
1900-09-19,24
1900-09-20,4422
1900-09-25,628
1900-09-26,95
1900-10-03,173
1900-10-10,4631
1900-10-11,4483
1900-10-12,6864
1900-10-17,4303
1900-10-18,4025
1900-10-19,3206
1900-10-23,4048
1900-10-24,3853
1900-10-25,4288
1900-10-26,2865
1900-10-30,1479
1900-11-05,157
1900-11-07,1728
1900-11-14,3658
1900-11-15,3455
1900-11-16,3599
1900-11-20,2271
1900-11-21,4598
1900-11-22,4332
1900-11-23,3798
1900-11-28,4095
1900-11-29,6023
1900-11-30,3412
1900-12-04,6434
1900-12-05,6091
1900-12-06,8767
1900-12-07,6973
1900-12-10,3279
1900-12-11,6200
1900-12-12,6708
1900-12-13,4448
1900-12-14,5032
1900-12-15,5282
1900-12-17,3137
1900-12-18,6609
1900-12-19,9097
1900-12-20,5269
1900-12-21,6999
1900-12-27,279
1900-12-28,1561
1900-12-29,457
1901-01-03,2394
1901-01-09,4
1901-01-10,269
1901-01-28,51
1901-01-29,3635
1901-01-30,3266
1901-01-31,3983
1901-02-01,3306
1901-02-05,1584
1901-02-06,3117
1901-02-12,696
1901-02-13,2246
1901-02-14,4081
1901-02-15,1996
1901-02-19,3668
1901-02-20,3700
1901-02-21,4307
1901-02-22,3851
1901-02-26,3712
1901-02-28,2640
1901-03-01,3644
1901-03-05,3786
1901-03-06,3653
1901-03-08,3234
1901-03-12,1057
1901-03-14,3368
1901-03-15,4230
1901-03-19,4410
1901-03-20,4587
1901-03-21,4400
1901-03-22,4172
1901-03-26,2722
1901-03-27,4419
1901-03-28,5379
1901-03-29,6174
1901-04-16,1499
1901-04-17,4319
1901-04-18,3644
1901-04-19,4492
1901-04-22,343
1901-04-23,3603
1901-04-24,4959
1901-04-25,1327
1901-04-26,3739
1901-04-30,4343
1901-05-01,4219
1901-05-02,5755
1901-05-03,5209
1901-05-07,5326
1901-05-08,5256
1901-05-09,5103
1901-05-10,5212
1901-05-13,2799
1901-05-14,5966
1901-05-15,5495
1901-05-23,2717
1901-06-17,28
1901-06-18,3805
1901-06-19,4369
1901-06-20,3346
1901-06-21,1088
1901-09-14,28
1901-09-17,384
1901-09-18,29
1901-09-20,2689
1901-09-24,2766
1901-10-04,124
1901-10-09,224
1901-11-19,107
1901-11-20,4449
1901-11-21,4812
1901-11-22,4273
1901-11-25,2535
1901-11-26,4667
1901-11-27,8523
1901-11-29,4592
1901-12-02,359
1901-12-03,7652
1901-12-04,5165
1901-12-05,4256
1901-12-06,6061
1901-12-07,3743
1901-12-09,6559
1901-12-10,4577
1901-12-11,6923
1901-12-12,7236
1901-12-13,8940
1901-12-14,5536
1901-12-16,7127
1901-12-17,7832
1901-12-18,6232
1901-12-19,11516
1901-12-20,7317
1901-12-21,5288
1901-12-23,3945
1901-12-27,61
1901-12-28,4395
1902-01-28,3314
1902-01-29,3645
1902-01-30,3663
1902-01-31,3077
1902-02-01,2738
1902-02-03,1583
1902-02-04,3616
1902-02-18,71
1902-02-21,3876
1902-02-25,2903
1902-02-26,3926
1902-02-27,3277
1902-02-28,2512
1902-03-04,4129
1902-03-05,3948
1902-03-06,1864
1902-03-07,3757
1902-03-11,3496
1902-03-12,4241
1902-03-13,2654
1902-03-14,4284
1902-03-18,4873
1902-03-19,4908
1902-04-22,125
1902-04-24,5058
1902-04-25,1320
1902-04-28,490
1902-04-29,4290
1902-04-30,6064
1902-05-01,4212
1902-05-02,4551
1902-05-06,2526
1902-05-07,3344
1902-05-13,3618
1902-05-14,4071
1902-05-15,4101
1902-05-16,3746
1902-05-21,3690
1902-05-22,4698
1902-05-23,1926
1902-05-27,3463
1902-05-28,4263
1902-05-29,4196
1902-05-30,3972
1902-06-02,250
1902-06-03,4323
1902-06-04,5401
1902-06-05,7638
1902-06-06,2588
1902-06-10,4275
1902-06-11,3808
1902-06-16,54
1902-06-30,98
1902-07-01,3609
1902-07-02,1356
1902-09-03,4317
1902-09-04,5052
1902-09-05,4431
1902-09-08,3042
1902-09-09,4239
1902-09-10,3949
1902-09-11,5754
1902-09-12,2245
1902-09-16,568
1902-09-17,35
1902-09-18,2412
1902-09-23,2290
1902-09-30,3571
1902-10-01,5368
1902-10-14,105
1902-10-17,1367
1902-11-18,64
1902-11-19,5050
1902-11-20,4348
1902-11-21,4602
1902-11-25,4353
1902-11-26,5492
1902-11-27,7881
1902-11-28,4213
1902-12-02,4502
1902-12-04,5930
1902-12-05,13431
1902-12-06,4306
1902-12-08,3719
1902-12-09,6310
1902-12-10,6040
1902-12-11,6775
1902-12-12,6088
1902-12-13,5970
1902-12-15,3270
1902-12-16,7169
1902-12-17,6377
1902-12-18,6626
1902-12-19,10494
1902-12-20,5374
1902-12-22,9740
1902-12-23,10700
1902-12-24,5547
1902-12-29,339
1902-12-30,2535
1903-01-06,6
1903-01-08,29
1903-01-09,8
1903-01-26,40
1903-01-27,2441
1903-01-28,3125
1903-01-29,3938
1903-01-30,3293
1903-01-31,969
1903-02-24,745
1903-02-25,3325
1903-02-26,592
1903-03-10,3894
1903-03-11,4350
1903-03-12,4110
1903-03-13,2618
1903-03-31,48
1903-04-01,737
1903-04-02,3603
1903-04-03,4885
1903-04-04,4212
1903-04-07,5702
1903-04-08,5415
1903-04-09,5575
1903-04-10,136
1903-04-11,1077
1903-04-21,11
1903-04-23,3944
1903-04-24,1994
1903-05-12,105
1903-05-14,479
1903-05-26,3391
1903-05-27,3726
1903-06-16,3743
1903-06-17,2472
1903-06-19,4397
1903-06-23,4800
1903-06-24,5461
1903-06-26,1271
1903-06-30,3682
1903-07-01,5624
1903-07-02,4564
1903-07-03,4559
1903-07-08,114
1903-07-09,1116
1903-07-20,157
1903-07-21,764
1903-07-22,3654
1903-07-23,2625
1903-09-12,43
1903-09-15,177
1903-09-16,19
1903-09-17,2615
1903-09-22,3103
1903-10-01,70
1903-10-06,28
1903-10-08,1898
1903-10-09,1151
1903-10-13,4862
1903-10-14,3621
1903-10-15,4797
1903-10-16,3632
1903-10-20,4026
1903-10-21,4995
1903-10-22,4699
1903-10-23,3087
1903-11-10,4312
1903-11-11,4573
1903-11-12,4309
1903-11-15,3543
1903-11-18,5270
1903-11-19,4522
1903-11-20,4758
1903-11-23,6104
1903-11-24,5079
1903-11-25,5617
1903-11-26,5526
1903-11-27,5546
1903-12-01,5233
1903-12-02,4981
1903-12-03,5340
1903-12-04,7507
1903-12-05,6593
1903-12-07,6453
1903-12-08,5608
1903-12-09,5193
1903-12-10,6326
1903-12-11,6767
1903-12-12,6630
1903-12-14,8086
1903-12-15,7687
1903-12-16,7063
1903-12-17,6738
1903-12-18,7387
1903-12-19,7306
1903-12-21,7790
1903-12-22,6828
1903-12-23,10906
1903-12-24,7202
1903-12-28,42
1903-12-29,2947
